User_ID,Gender,Age,Occupation
1003982,M,55+,13
1003983,M,26-35,0
1003984,M,26-35,7
1003985,M,46-50,16
1003987,F,18-25,4
1003988,F,26-35,14
1003989,M,51-55,12
1003990,M,26-35,16
1003991,M,26-35,7
1003992,M,26-35,4
1003993,M,26-35,0
1003994,M,51-55,7
1003995,M,36-45,17
1003996,M,18-25,14
1003997,M,36-45,17
1003998,M,46-50,0
1003999,M,36-45,17
1004000,M,36-45,7
1004001,F,26-35,1
1004002,M,46-50,16
1004004,M,51-55,0
1004005,M,36-45,7
1004006,M,0-17,7
1004007,M,36-45,12
1004008,M,18-25,1
1004009,M,18-25,7
1004010,M,26-35,14
1004011,M,26-35,17
1004012,M,18-25,4
1004013,M,26-35,1
1004014,M,26-35,0
1004015,F,46-50,3
1004016,M,51-55,0
1004017,M,26-35,14
1004018,F,46-50,20
1004019,M,36-45,17
1004020,M,26-35,6
1004021,M,51-55,20
1004022,M,36-45,14
1004023,F,36-45,9
1004024,M,26-35,5
1004025,F,55+,6
1004026,M,26-35,7
1004027,F,26-35,7
1004028,M,26-35,4
1004029,F,55+,3
1004030,M,36-45,7
1004031,M,26-35,0
1004032,M,26-35,12
1004033,M,26-35,6
1004034,M,26-35,0
1004035,M,18-25,4
1004036,M,26-35,1
1004037,M,51-55,16
1004038,M,51-55,6
1004039,M,26-35,16
1004040,M,26-35,20
1004041,M,18-25,3
1004042,M,36-45,15
1004043,F,26-35,15
1004044,F,36-45,3
1004045,M,55+,13
1004046,M,46-50,17
1004047,M,18-25,4
1004048,F,36-45,1
1004049,M,46-50,11
1004050,M,36-45,6
1004051,M,18-25,14
1004052,M,26-35,2
1004053,M,26-35,18
1004054,M,36-45,3
1004055,M,51-55,0
1004056,M,0-17,10
1004057,M,36-45,6
1004058,M,26-35,6
1004059,M,26-35,14
1004060,M,26-35,18
1004061,M,51-55,6
1004062,M,26-35,7
1004063,F,36-45,1
1004064,M,46-50,0
1004066,M,26-35,0
1004067,M,46-50,20
1004068,M,55+,3
1004069,M,36-45,15
1004070,M,26-35,15
1004071,M,26-35,17
1004072,M,51-55,6
1004075,M,26-35,16
1004076,M,26-35,17
1004077,F,36-45,2
1004078,M,26-35,15
1004079,M,36-45,17
1004080,M,36-45,1
1004081,M,18-25,12
1004082,M,26-35,20
1004083,M,55+,14
1004084,M,55+,13
1004085,F,26-35,6
1004086,F,0-17,10
1004088,M,26-35,3
1004089,M,26-35,7
1004090,M,55+,6
1004091,M,26-35,17
1004092,F,26-35,0
1004093,M,26-35,4
1004094,M,26-35,17
1004097,M,26-35,7
1004098,M,36-45,7
1004099,M,36-45,17
1004101,M,18-25,4
1004102,M,0-17,10
1004103,M,18-25,16
1004104,M,18-25,16
1004105,M,51-55,7
1004106,M,26-35,16
1004107,F,26-35,0
1004108,M,36-45,17
1004109,M,36-45,3
1004110,F,46-50,7
1004111,M,26-35,15
1004112,M,46-50,18
1004114,M,36-45,14
1004115,M,26-35,15
1004116,M,36-45,7
1004117,M,18-25,4
1004118,M,26-35,3
1004119,M,51-55,1
1004120,M,26-35,16
1004121,M,46-50,7
1004122,M,18-25,19
1004123,F,26-35,4
1004124,M,26-35,18
1004126,M,26-35,17
1004127,M,51-55,17
1004128,M,36-45,6
1004129,M,55+,11
1004130,M,36-45,6
1004131,M,46-50,7
1004132,M,26-35,17
1004133,M,46-50,4
1004134,F,46-50,12
1004135,M,0-17,10
1004136,M,51-55,16
1004137,M,26-35,7
1004138,M,26-35,7
1004139,M,55+,14
1004140,M,26-35,0
1004141,M,36-45,17
1004142,M,55+,7
1004144,M,18-25,4
1004145,F,51-55,1
1004147,F,51-55,7
1004148,F,36-45,7
1004149,M,36-45,1
1004150,M,26-35,0
1004152,M,26-35,14
1004153,M,51-55,17
1004155,M,51-55,17
1004156,M,55+,20
1004157,M,51-55,18
1004158,F,0-17,10
1004159,F,51-55,9
1004160,M,36-45,20
1004161,M,46-50,0
1004162,F,26-35,14
1004163,M,55+,7
1004164,M,36-45,1
1004165,F,26-35,14
1004166,F,26-35,7
1004167,M,26-35,20
1004168,F,46-50,6
1004170,M,46-50,7
1004171,M,55+,16
1004172,M,36-45,7
1004173,F,18-25,11
1004174,F,36-45,3
1004175,M,36-45,0
1004176,M,46-50,7
1004177,M,36-45,17
1004179,F,36-45,20
1004180,M,55+,13
1004181,F,26-35,7
1004183,M,26-35,1
1004184,M,51-55,7
1004185,M,26-35,14
1004186,M,26-35,7
1004187,F,55+,20
1004188,M,51-55,7
1004189,M,36-45,14
1004190,M,46-50,17
1004193,M,55+,13
1004194,M,18-25,4
1004196,M,36-45,14
1004197,F,46-50,1
1004198,M,18-25,4
1004199,F,26-35,9
1004200,M,46-50,7
1004203,M,26-35,18
1004204,M,36-45,7
1004206,F,36-45,1
1004207,M,36-45,1
1004208,F,36-45,0
1004209,M,55+,0
1004210,M,26-35,17
1004213,M,36-45,7
1004215,M,26-35,7
1004216,M,26-35,17
1004217,M,18-25,4
1004218,M,51-55,17
1004220,M,36-45,0
1004221,M,36-45,4
1004222,F,46-50,17
1004223,F,36-45,17
1004224,F,46-50,1
1004225,F,26-35,3
1004226,F,36-45,6
1004227,M,26-35,19
1004228,M,51-55,18
1004229,M,36-45,17
1004231,F,51-55,18
1004232,F,36-45,20
1004233,M,36-45,4
1004234,F,46-50,3
1004235,M,51-55,2
1004236,F,26-35,3
1004237,M,26-35,14
1004238,M,36-45,16
1004239,M,51-55,7
1004240,M,36-45,17
1004241,M,36-45,7
1004242,M,51-55,7
1004243,M,55+,7
1004245,M,51-55,12
1004246,F,36-45,7
1004247,M,26-35,4
1004248,M,26-35,4
1004249,F,18-25,17
1004250,F,51-55,0
1004251,M,46-50,7
1004252,F,36-45,3
1004253,M,46-50,11
1004254,M,26-35,17
1004255,M,51-55,12
1004257,M,51-55,16
1004258,M,26-35,17
1004259,M,36-45,17
1004260,M,26-35,16
1004261,F,36-45,6
1004262,F,36-45,6
1004263,M,26-35,7
1004264,M,46-50,1
1004265,M,26-35,12
1004266,M,55+,13
1004268,F,46-50,20
1004269,M,36-45,18
1004270,M,46-50,7
1004271,M,36-45,7
1004272,M,46-50,17
1004274,F,46-50,1
1004275,F,46-50,16
1004276,F,46-50,0
1004277,M,36-45,16
1004279,M,26-35,16
1004280,M,36-45,17
1004281,M,55+,13
1004282,M,36-45,0
1004284,M,51-55,7
1004285,M,36-45,0
1004286,M,36-45,17
1004287,M,26-35,7
1004288,F,26-35,9
1004289,M,36-45,14
1004290,M,26-35,17
1004291,M,36-45,14
1004292,M,26-35,0
1004294,M,0-17,10
1004295,M,18-25,18
1004296,M,55+,6
1004297,M,46-50,15
1004298,F,18-25,14
1004302,M,51-55,1
1004303,M,26-35,2
1004304,M,18-25,0
1004305,F,46-50,17
1004306,M,46-50,7
1004307,M,26-35,0
1004308,M,26-35,0
1004309,M,26-35,0
1004310,M,26-35,4
1004311,M,51-55,13
1004312,M,26-35,18
1004313,F,26-35,7
1004315,M,18-25,4
1004316,M,26-35,6
1004317,F,36-45,14
1004318,M,26-35,5
1004319,M,36-45,7
1004320,M,26-35,5
1004321,M,46-50,7
1004322,F,51-55,6
1004323,M,18-25,4
1004324,M,26-35,5
1004326,F,46-50,13
1004327,M,36-45,17
1004328,M,51-55,3
1004329,F,26-35,14
1004330,F,46-50,6
1004331,M,36-45,6
1004332,F,26-35,3
1004333,M,51-55,2
1004334,M,26-35,1
1004335,M,36-45,0
1004336,F,26-35,0
1004337,M,18-25,20
1004338,F,18-25,5
1004339,M,26-35,2
1004340,F,26-35,17
1004341,M,36-45,17
1004342,M,26-35,0
1004343,M,26-35,12
1004344,M,26-35,1
1004345,F,26-35,14
1004346,M,18-25,17
1004347,F,18-25,20
1004348,M,46-50,0
1004349,M,18-25,2
1004350,M,18-25,2
1004351,M,26-35,12
1004352,M,18-25,4
1004353,M,26-35,7
1004354,M,36-45,14
1004355,M,51-55,14
1004356,M,36-45,16
1004357,F,36-45,9
1004358,M,36-45,17
1004359,M,18-25,4
1004360,F,26-35,9
1004361,M,36-45,15
1004362,M,26-35,17
1004363,M,36-45,14
1004366,M,18-25,15
1004367,M,36-45,0
1004368,M,18-25,17
1004369,M,51-55,7
1004370,M,26-35,16
1004371,F,18-25,4
1004373,M,51-55,12
1004374,M,18-25,4
1004375,F,26-35,5
1004376,F,26-35,5
1004377,M,26-35,0
1004378,M,18-25,17
1004379,M,26-35,4
1004380,F,26-35,1
1004381,M,26-35,4
1004382,M,26-35,18
1004384,M,26-35,0
1004386,M,26-35,5
1004387,F,18-25,4
1004388,M,46-50,3
1004389,M,26-35,4
1004390,M,26-35,0
1004393,M,18-25,4
1004395,M,51-55,6
1004397,M,18-25,4
1004399,F,18-25,4
1004400,F,18-25,4
1004401,M,18-25,4
1004402,F,18-25,14
1004403,M,26-35,15
1004404,M,26-35,1
1004405,M,26-35,14
1004406,M,26-35,16
1004407,M,18-25,4
1004408,F,46-50,2
1004409,M,26-35,14
1004410,M,18-25,19
1004411,M,18-25,4
1004413,M,0-17,13
1004414,M,26-35,4
1004415,M,18-25,0
1004416,M,18-25,4
1004417,M,26-35,15
1004418,F,51-55,0
1004419,F,46-50,12
1004420,M,26-35,15
1004422,M,26-35,5
1004423,M,18-25,4
1004425,M,36-45,7
1004426,M,46-50,17
1004427,M,18-25,0
1004428,M,26-35,14
1004429,M,26-35,5
1004430,F,26-35,0
1004431,M,0-17,14
1004432,M,26-35,12
1004433,M,26-35,0
1004434,F,36-45,7
1004435,M,26-35,7
1004436,M,26-35,12
1004437,F,36-45,5
1004438,M,51-55,0
1004439,M,36-45,6
1004440,M,36-45,1
1004442,M,51-55,15
1004443,M,55+,2
1004444,F,26-35,12
1004445,M,26-35,3
1004446,M,18-25,18
1004447,M,46-50,5
1004448,M,26-35,14
1004449,M,26-35,12
1004450,M,26-35,15
1004451,M,26-35,14
1004452,F,26-35,7
1004453,M,36-45,0
1004454,M,26-35,20
1004455,M,36-45,7
1004456,F,36-45,2
1004457,M,36-45,14
1004458,F,26-35,4
1004459,M,26-35,1
1004460,M,26-35,14
1004461,M,26-35,20
1004462,F,26-35,0
1004463,M,51-55,7
1004465,M,18-25,4
1004466,M,36-45,11
1004467,F,51-55,6
1004468,F,36-45,7
1004469,F,46-50,12
1004470,M,36-45,12
1004471,M,26-35,6
1004472,F,46-50,16
1004473,M,36-45,1
1004474,M,36-45,7
1004475,M,18-25,4
1004476,M,46-50,1
1004477,M,26-35,7
1004478,M,0-17,12
1004479,M,51-55,13
1004480,M,26-35,0
1004481,M,26-35,18
1004482,F,36-45,1
1004483,F,26-35,6
1004484,F,26-35,17
1004485,M,26-35,4
1004486,M,36-45,8
1004487,M,26-35,7
1004488,M,36-45,7
1004489,M,18-25,4
1004490,M,36-45,5
1004491,M,18-25,4
1004492,M,55+,13
1004493,F,0-17,10
1004494,M,46-50,0
1004495,M,18-25,4
1004496,M,46-50,2
1004497,M,51-55,0
1004498,M,51-55,7
1004499,M,26-35,6
1004500,M,51-55,7
1004501,M,26-35,17
1004502,M,51-55,0
1004503,M,55+,1
1004504,F,26-35,0
1004505,M,51-55,7
1004506,M,51-55,16
1004507,M,18-25,4
1004508,M,26-35,20
1004509,M,26-35,7
1004510,M,46-50,7
1004511,M,36-45,7
1004512,M,26-35,1
1004513,M,55+,0
1004514,M,18-25,3
1004515,M,55+,13
1004516,M,18-25,4
1004517,F,18-25,1
1004518,M,26-35,0
1004519,M,51-55,7
1004520,M,26-35,4
1004521,M,36-45,12
1004522,M,46-50,1
1004524,M,26-35,2
1004526,M,26-35,20
1004528,M,26-35,14
1004529,M,36-45,6
1004530,F,36-45,1
1004531,M,18-25,4
1004532,M,26-35,7
1004533,M,26-35,12
1004534,M,18-25,4
1004535,M,18-25,19
1004536,M,18-25,12
1004537,F,46-50,1
1004538,M,26-35,12
1004539,M,36-45,19
1004540,F,26-35,14
1004541,M,0-17,10
1004542,M,36-45,0
1004543,M,26-35,2
1004544,M,55+,1
1004546,M,26-35,7
1004551,M,18-25,12
1004552,M,26-35,0
1004553,F,36-45,16
1004555,F,18-25,9
1004556,M,46-50,16
1004557,M,26-35,14
1004558,M,36-45,14
1004560,M,26-35,0
1004561,F,26-35,9
1004562,M,36-45,10
1004563,F,26-35,6
1004565,M,36-45,14
1004566,M,36-45,17
1004567,M,18-25,4
1004568,F,26-35,4
1004569,M,26-35,0
1004571,M,36-45,7
1004572,F,0-17,10
1004573,M,51-55,16
1004574,M,26-35,4
1004575,F,0-17,10
1004576,F,26-35,7
1004577,M,36-45,7
1004578,M,26-35,0
1004579,F,18-25,4
1004580,F,55+,13
1004581,M,26-35,1
1004582,F,26-35,0
1004583,M,51-55,1
1004584,F,46-50,0
1004585,M,36-45,7
1004586,M,26-35,4
1004587,M,36-45,14
1004589,M,26-35,17
1004590,F,18-25,20
1004591,M,26-35,15
1004592,M,18-25,4
1004593,F,46-50,1
1004594,M,36-45,16
1004595,M,26-35,18
1004596,F,18-25,4
1004597,F,26-35,4
1004598,F,36-45,3
1004599,F,36-45,0
1004600,M,26-35,0
1004601,M,36-45,14
1004602,M,36-45,7
1004603,F,36-45,2
1004604,M,26-35,15
1004606,F,0-17,10
1004607,M,26-35,0
1004608,F,26-35,0
1004609,F,26-35,4
1004610,F,26-35,4
1004611,F,18-25,4
1004613,M,26-35,12
1004615,M,26-35,17
1004617,F,26-35,6
1004618,M,26-35,14
1004619,F,26-35,1
1004620,F,18-25,17
1004621,M,26-35,4
1004622,M,26-35,12
1004623,M,26-35,16
1004624,M,26-35,12
1004625,M,26-35,7
1004626,M,26-35,14
1004627,M,55+,1
1004629,F,18-25,4
1004630,F,26-35,4
1004631,M,18-25,4
1004632,M,26-35,0
1004633,M,0-17,0
1004634,M,51-55,20
1004635,M,18-25,4
1004636,M,18-25,2
1004637,F,36-45,9
1004638,M,26-35,4
1004639,M,36-45,11
1004640,M,26-35,4
1004641,M,26-35,7
1004643,M,26-35,0
1004644,M,51-55,1
1004645,F,51-55,6
1004646,F,26-35,6
1004647,M,36-45,20
1004648,M,18-25,4
1004649,M,55+,13
1004650,M,26-35,7
1004651,F,46-50,0
1004652,F,26-35,7
1004653,M,36-45,12
1004654,M,36-45,20
1004655,F,26-35,1
1004656,M,26-35,17
1004658,M,26-35,4
1004659,F,26-35,14
1004660,F,18-25,4
1004661,M,46-50,15
1004662,F,18-25,4
1004663,M,26-35,4
1004665,M,36-45,2
1004666,M,36-45,1
1004667,M,26-35,14
1004668,M,36-45,14
1004669,M,36-45,7
1004670,M,36-45,5
1004671,M,26-35,12
1004672,M,55+,13
1004673,M,36-45,16
1004674,F,36-45,7
1004675,F,18-25,4
1004676,M,46-50,14
1004677,M,51-55,6
1004678,M,36-45,2
1004679,M,55+,13
1004680,M,36-45,0
1004681,F,36-45,15
1004682,M,26-35,7
1004683,M,26-35,0
1004685,M,36-45,1
1004686,M,18-25,1
1004687,M,36-45,14
1004688,M,26-35,9
1004689,M,18-25,12
1004690,F,0-17,10
1004691,F,46-50,17
1004692,F,26-35,7
1004693,M,18-25,1
1004694,M,55+,7
1004695,M,18-25,18
1004697,M,18-25,10
1004698,F,26-35,6
1004699,F,18-25,0
1004701,M,46-50,17
1004702,M,26-35,11
1004704,M,18-25,20
1004705,F,18-25,0
1004706,M,26-35,14
1004707,M,0-17,0
1004708,M,26-35,0
1004709,M,46-50,0
1004710,F,36-45,16
1004711,M,26-35,17
1004713,M,26-35,17
1004714,M,51-55,1
1004715,M,26-35,2
1004717,M,46-50,17
1004718,M,36-45,7
1004719,F,36-45,9
1004721,M,36-45,11
1004722,M,36-45,12
1004724,F,55+,6
1004725,M,36-45,5
1004726,F,36-45,16
1004727,F,55+,0
1004728,M,26-35,19
1004729,M,51-55,16
1004730,M,51-55,11
1004731,M,26-35,17
1004732,M,26-35,14
1004733,M,18-25,18
1004734,M,51-55,1
1004735,M,46-50,3
1004736,M,18-25,20
1004737,M,36-45,16
1004738,M,55+,1
1004739,M,26-35,3
1004740,F,26-35,3
1004742,M,26-35,3
1004743,M,55+,13
1004744,M,51-55,15
1004745,F,18-25,4
1004746,M,51-55,1
1004747,M,18-25,4
1004748,M,46-50,16
1004749,M,46-50,0
1004750,F,26-35,0
1004751,M,51-55,15
1004753,M,55+,1
1004755,F,55+,7
1004756,M,55+,16
1004757,M,36-45,17
1004759,F,51-55,0
1004760,M,36-45,17
1004761,M,18-25,15
1004762,F,26-35,14
1004763,M,55+,11
1004764,M,0-17,10
1004765,F,36-45,16
1004766,M,36-45,16
1004768,M,26-35,4
1004769,M,26-35,1
1004770,F,36-45,7
1004771,F,26-35,4
1004772,M,55+,17
1004773,M,46-50,1
1004774,M,46-50,14
1004776,F,26-35,3
1004778,M,26-35,0
1004779,M,46-50,3
1004780,M,26-35,12
1004781,F,51-55,6
1004782,M,46-50,1
1004783,M,26-35,0
1004784,F,36-45,6
1004785,F,26-35,14
1004786,M,46-50,6
1004787,M,0-17,11
1004788,M,36-45,7
1004789,M,36-45,2
1004790,F,26-35,2
1004791,M,18-25,4
1004792,F,51-55,7
1004793,F,26-35,6
1004794,F,36-45,0
1004795,M,46-50,16
1004796,M,36-45,7
1004797,F,36-45,17
1004798,M,26-35,1
1004799,F,18-25,4
1004800,M,18-25,4
1004801,M,26-35,4
1004802,M,55+,1
1004803,F,26-35,16
1004804,F,36-45,1
1004806,M,26-35,17
1004807,M,0-17,2
1004808,M,36-45,0
1004809,F,51-55,4
1004810,M,18-25,12
1004811,M,36-45,1
1004812,M,18-25,14
1004813,F,36-45,9
1004814,M,18-25,14
1004815,F,51-55,18
1004817,M,26-35,1
1004819,M,36-45,18
1004820,M,51-55,11
1004821,M,18-25,19
1004822,F,36-45,0
1004823,M,18-25,4
1004824,M,26-35,7
1004826,M,46-50,12
1004827,M,36-45,0
1004828,F,18-25,20
1004829,M,26-35,0
1004830,M,0-17,10
1004831,F,26-35,1
1004832,M,26-35,14
1004833,M,36-45,16
1004834,F,46-50,9
1004836,F,46-50,16
1004837,M,26-35,5
1004838,M,46-50,1
1004840,F,46-50,6
1004841,M,26-35,12
1004842,F,36-45,1
1004843,M,55+,1
1004845,F,26-35,1
1004846,F,26-35,2
1004847,M,26-35,12
1004848,F,36-45,6
1004849,F,18-25,4
1004852,M,36-45,0
1004853,M,26-35,7
1004854,F,51-55,13
1004855,M,26-35,12
1004856,M,26-35,7
1004857,M,26-35,14
1004858,M,26-35,1
1004859,F,18-25,14
1004860,M,26-35,2
1004861,M,26-35,4
1004862,M,26-35,0
1004863,F,26-35,9
1004865,F,36-45,14
1004866,M,55+,12
1004867,M,26-35,16
1004868,M,36-45,17
1004869,F,46-50,6
1004870,F,36-45,3
1004873,M,55+,11
1004874,F,26-35,4
1004875,M,36-45,0
1004877,M,26-35,4
1004878,M,51-55,4
1004879,M,26-35,3
1004880,F,46-50,9
1004881,M,46-50,16
1004882,M,46-50,11
1004883,F,0-17,10
1004884,M,36-45,14
1004886,F,36-45,17
1004887,M,18-25,2
1004888,F,55+,0
1004889,M,18-25,4
1004890,F,26-35,1
1004891,M,36-45,17
1004892,M,26-35,12
1004893,M,26-35,17
1004894,M,36-45,7
1004895,F,26-35,3
1004896,M,36-45,6
1004897,M,36-45,16
1004898,M,26-35,1
1004899,M,26-35,12
1004901,M,26-35,7
1004902,M,36-45,14
1004903,M,36-45,12
1004904,M,51-55,15
1004905,F,46-50,1
1004906,M,51-55,17
1004907,F,51-55,7
1004908,M,36-45,15
1004909,F,36-45,12
1004911,F,26-35,0
1004912,F,51-55,20
1004913,F,26-35,1
1004914,F,26-35,1
1004915,M,26-35,12
1004916,M,18-25,20
1004917,M,46-50,0
1004918,F,18-25,12
1004920,M,36-45,1
1004921,F,26-35,15
1004922,M,18-25,17
1004923,M,46-50,18
1004924,F,36-45,0
1004926,M,0-17,10
1004927,M,46-50,0
1004928,F,26-35,3
1004929,M,46-50,1
1004930,M,51-55,17
1004931,M,51-55,17
1004933,M,26-35,15
1004934,F,26-35,0
1004935,M,36-45,17
1004937,M,36-45,0
1004939,M,26-35,7
1004940,F,51-55,11
1004942,M,46-50,12
1004943,F,51-55,0
1004944,M,51-55,17
1004945,M,51-55,0
1004946,F,36-45,1
1004947,M,36-45,17
1004948,M,46-50,2
1004949,M,18-25,4
1004950,M,26-35,16
1004951,F,36-45,17
1004952,F,26-35,14
1004953,M,36-45,12
1004954,M,46-50,0
1004956,M,36-45,15
1004957,M,26-35,2
1004958,M,18-25,7
1004960,M,55+,1
1004961,M,26-35,7
1004962,M,26-35,6
1004964,M,36-45,0
1004965,M,0-17,10
1004966,M,51-55,14
1004968,F,51-55,20
1004969,M,18-25,19
1004970,F,26-35,12
1004972,M,36-45,0
1004973,F,55+,2
1004975,M,36-45,0
1004976,M,26-35,11
1004977,M,26-35,4
1004978,M,36-45,14
1004979,M,36-45,2
1004980,M,26-35,1
1004982,M,26-35,12
1004983,F,46-50,16
1004984,M,36-45,0
1004985,M,36-45,0
1004986,M,18-25,12
1004987,F,55+,8
1004989,M,26-35,0
1004990,F,26-35,4
1004991,F,55+,14
1004993,M,46-50,17
1004994,M,46-50,17
1004995,M,51-55,20
1004996,M,36-45,7
1004997,M,0-17,10
1004998,F,18-25,4
1004999,F,55+,13
1005000,M,26-35,4
1005001,F,26-35,2
1005002,M,26-35,17
1005003,M,36-45,12
1005004,F,55+,1
1005005,M,46-50,16
1005008,M,26-35,20
1005009,F,46-50,16
1005010,M,46-50,15
1005011,M,18-25,4
1005012,M,51-55,15
1005013,M,18-25,4
1005014,M,46-50,0
1005015,M,36-45,6
1005016,F,36-45,1
1005017,M,36-45,12
1005018,F,55+,12
1005019,M,26-35,7
1005020,F,55+,13
1005021,M,51-55,6
1005023,M,36-45,20
1005024,F,46-50,1
1005025,M,26-35,20
1005026,M,26-35,17
1005029,M,26-35,4
1005030,M,18-25,1
1005031,F,26-35,4
1005032,M,18-25,17
1005033,F,55+,13
1005034,F,26-35,15
1005035,F,26-35,17
1005036,M,36-45,7
1005037,M,36-45,12
1005038,M,26-35,20
1005039,F,36-45,4
1005040,M,46-50,12
1005041,F,46-50,6
1005042,F,18-25,2
1005043,F,18-25,6
1005044,F,36-45,6
1005045,M,36-45,0
1005046,M,26-35,16
1005047,M,46-50,6
1005048,F,36-45,7
1005049,M,26-35,12
1005050,F,18-25,4
1005051,F,51-55,7
1005052,M,36-45,16
1005053,M,26-35,4
1005054,M,36-45,2
1005055,F,36-45,16
1005056,M,46-50,1
1005057,M,51-55,7
1005058,M,55+,17
1005059,M,46-50,16
1005060,M,46-50,17
1005061,F,18-25,19
1005063,F,0-17,10
1005064,M,18-25,4
1005065,M,26-35,14
1005066,F,26-35,1
1005067,M,55+,13
1005068,M,36-45,7
1005069,F,55+,0
1005070,M,26-35,2
1005071,F,26-35,7
1005074,M,0-17,0
1005075,M,51-55,6
1005076,M,26-35,3
1005077,M,26-35,2
1005078,M,46-50,7
1005079,M,26-35,4
1005080,F,51-55,12
1005081,F,18-25,4
1005082,M,36-45,1
1005083,M,26-35,4
1005084,M,18-25,4
1005085,M,55+,17
1005086,M,26-35,1
1005087,F,26-35,6
1005088,M,26-35,17
1005089,F,36-45,16
1005090,F,36-45,19
1005091,M,26-35,17
1005092,M,55+,14
1005095,F,36-45,1
1005096,M,26-35,11
1005097,M,55+,16
1005098,M,51-55,7
1005099,M,18-25,0
1005100,M,51-55,6
1005101,M,26-35,0
1005102,M,26-35,12
1005103,F,36-45,16
1005104,M,36-45,20
1005105,M,51-55,7
1005106,F,36-45,1
1005107,F,46-50,0
1005108,F,26-35,9
1005109,F,46-50,6
1005111,M,36-45,2
1005112,M,36-45,13
1005113,M,26-35,0
1005114,F,0-17,10
1005115,M,55+,12
1005116,M,36-45,6
1005117,F,26-35,0
1005118,M,0-17,10
1005119,F,26-35,0
1005120,M,51-55,7
1005121,M,26-35,7
1005122,M,26-35,0
1005123,M,51-55,12
1005124,M,36-45,2
1005126,M,26-35,11
1005127,M,46-50,5
1005128,M,51-55,7
1005129,M,46-50,17
1005131,F,26-35,1
1005132,M,36-45,7
1005133,M,18-25,11
1005134,M,26-35,17
1005135,M,36-45,7
1005136,M,26-35,12
1005137,M,18-25,18
1005138,M,26-35,17
1005139,M,51-55,16
1005140,M,26-35,6
1005141,M,18-25,17
1005142,M,26-35,1
1005143,M,18-25,4
1005144,F,51-55,0
1005145,M,36-45,7
1005146,M,55+,1
1005147,M,18-25,0
1005148,M,26-35,20
1005149,M,36-45,1
1005150,M,26-35,3
1005151,M,18-25,19
1005153,M,26-35,7
1005154,M,26-35,16
1005155,M,26-35,16
1005156,M,18-25,14
1005157,M,36-45,1
1005158,F,18-25,4
1005159,M,36-45,7
1005161,M,26-35,4
1005162,M,26-35,17
1005163,M,46-50,6
1005164,F,36-45,17
1005165,M,36-45,6
1005166,M,51-55,6
1005167,M,18-25,15
1005169,F,51-55,4
1005170,M,18-25,4
1005172,F,36-45,11
1005173,M,0-17,10
1005174,M,46-50,1
1005175,F,36-45,9
1005177,M,46-50,14
1005178,M,51-55,0
1005180,M,36-45,11
1005181,M,26-35,7
1005182,F,36-45,7
1005183,F,18-25,20
1005184,M,18-25,20
1005185,F,36-45,4
1005186,M,36-45,12
1005187,M,18-25,16
1005191,F,26-35,4
1005192,M,26-35,7
1005193,M,36-45,12
1005194,M,26-35,7
1005195,M,36-45,7
1005196,M,55+,7
1005197,F,55+,3
1005198,F,18-25,4
1005199,F,26-35,1
1005200,F,36-45,15
1005201,M,51-55,7
1005203,F,46-50,6
1005204,M,51-55,13
1005205,M,26-35,1
1005206,M,36-45,7
1005207,M,26-35,0
1005208,M,26-35,4
1005209,M,51-55,1
1005210,F,36-45,17
1005212,M,18-25,2
1005213,M,18-25,0
1005215,F,55+,6
1005217,M,26-35,17
1005218,M,18-25,0
1005219,M,18-25,4
1005220,M,26-35,7
1005222,M,26-35,12
1005223,M,55+,10
1005224,M,36-45,1
1005225,M,18-25,4
1005226,M,36-45,0
1005228,M,0-17,0
1005229,M,26-35,0
1005230,M,26-35,12
1005232,M,26-35,4
1005233,M,26-35,5
1005234,F,26-35,0
1005235,M,26-35,4
1005236,M,26-35,14
1005237,M,26-35,7
1005239,M,36-45,7
1005240,F,26-35,0
1005241,F,26-35,4
1005242,M,26-35,1
1005243,M,0-17,10
1005246,F,18-25,0
1005247,F,0-17,10
1005248,F,46-50,14
1005249,F,46-50,14
1005250,M,51-55,6
1005251,F,26-35,17
1005252,M,26-35,20
1005253,F,55+,13
1005254,M,18-25,4
1005255,M,0-17,10
1005256,M,26-35,16
1005257,F,26-35,2
1005258,M,36-45,4
1005260,M,36-45,7
1005261,M,36-45,12
1005262,F,26-35,14
1005263,M,36-45,7
1005264,M,18-25,4
1005265,M,46-50,1
1005266,M,36-45,1
1005267,M,36-45,7
1005269,M,18-25,0
1005270,M,26-35,12
1005271,F,26-35,0
1005272,M,26-35,7
1005273,M,55+,20
1005275,M,26-35,17
1005276,F,26-35,4
1005277,M,26-35,20
1005278,F,26-35,7
1005279,F,26-35,14
1005280,M,18-25,4
1005281,M,26-35,2
1005282,F,18-25,4
1005283,M,18-25,2
1005284,M,26-35,16
1005285,M,18-25,4
1005286,M,46-50,16
1005287,M,26-35,8
1005290,F,18-25,4
1005291,M,46-50,1
1005292,M,26-35,0
1005293,M,26-35,12
1005294,M,26-35,2
1005296,F,0-17,0
1005297,M,26-35,12
1005298,M,36-45,17
1005299,M,26-35,2
1005300,M,26-35,20
1005301,M,26-35,17
1005302,F,0-17,10
1005303,F,55+,6
1005304,F,36-45,9
1005305,F,18-25,4
1005306,F,26-35,17
1005307,M,26-35,5
1005308,M,55+,7
1005310,F,55+,1
1005311,M,51-55,0
1005312,M,26-35,1
1005313,M,55+,0
1005314,F,26-35,0
